date,Close,LA,Close_ADR,LA_ADR,Volume_ADR,SMA10,DIF12-26,MACD9,OSC,BIAS5,BIAS10,BIAS20,AR10,Oscillators,5-10MA-Osc,CCI14,CCI28,CCI42,PYS12,PYS24,BR10,MTM10,MA10,ACC10,ATR14,RSI 6,RSI 12,BBand width,RC12,"ERC(12, 12)",9-25MI,HL-Osc,TRIX9,TRIX15,0,ADX10,ADX10,"K(9,3)",J,WA/D,VHF10,Volume,MA5,MA10,MA20,MA60,PVC10,VRC12,OBV,EMV,EMVA10,MFI6,VR10,VA-Osc,FinMaintanR,TAIEXClose,LegalPerson5,LegalPerson10,2303Close,SecurityAssetRate,SecurityBalance,BalanceFinance,BuyAndSellSuper,SecurityTrader5,SecurityTrader10,MainForce5,MainForces10,Volatility
2018/8/2,244.5,1,38.7722,0,6115340,242.95,6.4,4.64,1.76,0,0.01,0.05,1.45,70.13,2.75,53.93,120.85,164.13,0.75,0.67,7.88,20,21.15,10,4,0.68,0.7,0.05,0.1,0.09,24.57,25,0.64,0.3,41.28,19.19,41.47,0.83,0.7,14,0.38,22775,26138,36647,33085,32608,-0.38,0.01,-475253,-1.98,1.34,68.35,5.31,-15183.33,1.78,10929.77,896,20466815,17.3,0.29,2692,9422,1505,1973,1617811,9726,7753,0.24
2018/8/3,247,0,38.6234,1,4669358,243.9,6.49,5.01,1.48,0,0.01,0.06,1.52,69.29,2.3,48.49,116.27,159.33,0.75,0.71,1.83,9.5,20.05,-11,4.14,0.74,0.72,0.04,0.11,0.09,24.53,100,0.63,0.32,37.6,17.48,40.98,0.81,0.7,16.5,0.43,25165,25745,28798,32776,32568,-0.13,-0.45,-450088,0,0.93,67.34,3.96,8388.33,1.79,11012.43,3380,20470195,17.7,0.29,2706,9377,2064,745,1618556,15398,14653,0.24
2018/8/6,245.5,0,38.7536,0,4575207,244.35,6.38,5.28,1.1,0,0,0.04,1.18,68.83,1.85,30.78,100.39,139.72,0.67,0.67,0.91,4.5,18.55,-15,4.18,0.65,0.68,0.04,0.09,0.09,24.44,0,0.6,0.34,34.65,18.72,39.87,0.74,0.59,15,0.48,22365,25657,25807,31836,32429,-0.13,-0.49,-472453,-1.34,-0.01,51.58,2.21,0,1.78,11024.1,-4142,20466054,17.95,0.29,2737,9549,3634,-156,1618400,8870,9026,0.24
2018/8/7,241.5,1,38.1773,1,7245800,244.4,5.98,5.42,0.56,-0.02,-0.01,0.02,0.97,65.48,0.9,6.17,77.15,111.57,0.58,0.63,0.8,0.5,16.7,-18.5,4.29,0.47,0.59,0.04,0.02,0.08,24.38,0,0.56,0.36,31.05,23.27,37.31,0.56,0.22,11,0.38,24352,24887,25496,32043,32442,-0.04,-0.77,-496805,-3.29,-0.15,36.22,1.8,-24352,1.74,10983.44,-4852,20461202,17.85,0.25,2465,9886,2528,-3112,1615288,8384,11496,0.25
2018/8/8,247.5,0,38.3353,1,7494935,245.1,5.95,5.53,0.42,0.01,0.01,0.04,0.97,64.78,0.1,19.74,91.6,130.63,0.58,0.67,1.6,7,15.35,-13.5,4.43,0.65,0.67,0.04,0.03,0.07,24.41,100,0.52,0.36,31.39,19.83,35.84,0.63,0.49,17,0.28,24382,23808,25781,32270,32452,-0.05,-0.53,-472423,3.08,0.16,53.53,2.71,24382,1.79,11075.25,10505,20471707,17.95,0.3,2764,9252,204,6720,1622008,15513,8793,0.25
2018/8/9,247,0,39.0139,0,5089555,245.7,5.87,5.6,0.27,0.01,0.01,0.03,0.97,62.59,0,19.48,86.25,125.84,0.58,0.63,1.42,6,13.9,-14.5,3.64,0.63,0.65,0.03,0.02,0.06,24.44,25,0.48,0.37,31.06,18.8,34.71,0.65,0.58,16,0.26,15129,22279,24208,31836,32457,-0.38,-0.45,-487552,1.32,0.19,48.41,1.86,0,1.78,11028.07,3661,20475582,17.85,0.3,2780,9185,2010,1068,1623076,8705,7637,0.26
2018/8/10,245,0,38.893,0,4513334,245.75,5.61,5.6,0.01,0,0,0.02,0.79,60.02,-0.45,8.41,69.96,108.26,0.58,0.58,0.97,0.5,11.95,-19.5,3.29,0.54,0.61,0.03,0.02,0.06,24.48,0,0.44,0.37,28.97,21.57,32.71,0.58,0.44,14,0.28,16125,20471,23108,31121,32264,-0.3,-0.25,-503677,-1.94,-0.23,50.94,1.29,-9675,1.76,10983.68,-199,20475370,17.95,0.29,2693,9211,648,-241,1622835,7567,7808,0.26
2018/8/13,240.5,1,38.1401,0,7053201,245.25,4.97,5.47,-0.5,-0.02,-0.02,0,0.74,57.93,-0.95,-31.11,36.83,73.24,0.5,0.54,0.57,-5,9.25,-27,3.5,0.4,0.52,0.04,0,0.05,24.5,-33.33,0.38,0.36,24.57,32.22,30.78,0.43,0.15,9.5,0.28,17881,19574,22615,31210,32093,-0.21,-0.42,-521558,-10.63,-1.42,33.13,0.91,-4470.25,1.73,10748.92,-6135,20469235,17.3,0.24,2270,9336,-703,-4620,1618215,3746,8366,0.27
2018/8/14,243.5,0,37.8426,1,6708559,245,4.65,5.31,-0.66,0,-0.01,0.01,0.58,56.48,-0.3,-10.04,47.7,86.92,0.5,0.58,1.03,-2.5,6.55,-27,3.68,0.5,0.57,0.04,0,0.04,24.56,100,0.33,0.35,26.8,28.6,28.03,0.43,0.24,12.5,0.25,17489,18201,21544,30957,32110,-0.19,-0.36,-504069,3.93,-0.92,49.7,0.82,-3497.8,1.75,10824.23,720,20468955,17.4,0.27,2422,9097,2848,2189,1620404,9871,7682,0.26
2018/8/15,241.5,0,38.0285,0,5339319,244.35,4.19,5.09,-0.89,-0.01,-0.01,0,0.43,55.03,-0.85,-31.49,31.25,71.29,0.42,0.54,0.75,-6.5,3.4,-31.5,3.82,0.44,0.53,0.04,-0.02,0.03,24.76,20,0.27,0.34,23.54,32.43,26.81,0.38,0.18,9.5,0.24,19236,17172,20490,29628,32057,-0.06,-0.16,-523305,-4.55,-1.54,52.03,0.49,-3847.2,1.73,10716.75,216,20469238,16.95,0.26,2381,9170,-3552,-1310,1619094,7922,9232,0.27
2018/8/16,239,1,37.6009,0,6052813,243.8,3.6,4.79,-1.19,-0.01,-0.02,-0.02,0.71,54.23,-1.9,-59.2,13.07,53.63,0.33,0.5,0.71,-5.5,0.85,-25.5,3.82,0.37,0.49,0.05,-0.03,0.02,24.87,0,0.21,0.32,21.5,33.33,26.29,0.29,0.03,7,0.3,19156,17977,20128,28387,31931,-0.05,-0.32,-542461,-4.11,-1.75,31.36,0.5,-8209.71,1.71,10683.9,-1662,20467739,17.15,0.23,2198,9512,-94,-3282,1615812,7483,10765,0.27
2018/8/17,239.5,0,37.5637,0,5544010,243.05,3.12,4.45,-1.34,-0.01,-0.01,-0.02,0.7,51.25,-2.25,-57.38,11.32,52.77,0.33,0.54,0.62,-7.5,-0.85,-17,3.86,0.4,0.5,0.05,-0.03,0.01,24.95,100,0.16,0.3,20.38,31.59,25.82,0.24,0.01,7.5,0.32,19634,18679,19575,24186,32034,0,-0.34,-522827,0.25,-1.73,33.88,0.46,-9817,1.71,10690.96,495,20469537,17.2,0.23,2268,9772,-2121,-949,1614863,9062,10011,0.18
2018/8/20,239.5,1,37.3035,0,7897279,242.45,2.67,4.1,-1.43,0,-0.01,-0.02,0.61,49.24,-1.85,-67.33,3.07,46.13,0.33,0.54,0.69,-6,-1.9,-10.5,3.71,0.4,0.5,0.05,-0.02,0.01,25.03,25,0.11,0.28,19.27,32.6,25.81,0.21,0.02,7.5,0.34,17014,18506,19040,22424,32043,-0.11,-0.25,-522827,-1.18,-1.71,33.74,0.58,8507,1.71,10699.05,341,20469878,17.55,0.23,2282,9738,-814,-739,1614124,9279,10018,0.18
