date,Close,LA,Close_ADR,LA_ADR,Volume_ADR,SMA10,DIF12-26,MACD9,OSC,BIAS5,BIAS10,BIAS20,AR10,Oscillators,5-10MA-Osc,CCI14,CCI28,CCI42,PYS12,PYS24,BR10,MTM10,MA10,ACC10,ATR14,RSI 6,RSI 12,BBand width,RC12,"ERC(12, 12)",9-25MI,HL-Osc,TRIX9,TRIX15,0,ADX10,ADX10,"K(9,3)",J,WA/D,VHF10,Volume,MA5,MA10,MA20,MA60,PVC10,VRC12,OBV,EMV,EMVA10,MFI6,VR10,VA-Osc,FinMaintanR,TAIEXClose,LegalPerson5,LegalPerson10,2303Close,SecurityAssetRate,SecurityBalance,BalanceFinance,BuyAndSellSuper,SecurityTrader5,SecurityTrader10,MainForce5,MainForces10,Volatility
2018/12/4,234,0,36.0021,0,7455797,225.35,-1.3,-3.07,1.78,0.02,0.04,0.03,1.59,57.47,4.65,87.1,47.68,12.95,0.5,0.5,2.83,16,-3.25,32.5,5.07,0.69,0.58,0.1,0.04,-0.01,24.33,-12.5,-0.04,-0.2,27.16,23.84,21.26,0.83,1.11,27,0.63,41947,43975,36391,35503,38873,0.15,-0.11,-241717,-0.21,1.24,60.57,1.89,29962.14,1.67,10083.54,-447,20370535,11.8,0.33,3916,11992,1248,2367,1566626,16898,14531,0.26
2018/12/5,226,0,34.8029,0,13321361,226.05,-1.32,-2.72,1.4,-0.02,0,0,1.25,56.94,3.85,16.52,-17.41,-15.75,0.5,0.46,1.45,7,-1.05,22,5.46,0.46,0.47,0.09,0.02,-0.01,24.27,-72.22,0,-0.18,22.82,30.68,20.6,0.72,0.76,19,0.5,45635,48151,37107,35792,38586,0.23,-0.11,-287352,-3.56,1.24,45.61,1.16,-9127,1.62,9916.74,-9120,20362744,11.55,0.27,3553,13044,1193,-10192,1556434,7929,18121,0.29
2018/12/6,220,1,34.8029,0,13321361,226.15,-1.78,-2.54,0.76,-0.04,-0.03,-0.03,1.5,54.53,1.95,-38.55,-79.04,-38.72,0.5,0.42,0.74,1,0.8,18.5,5.5,0.35,0.41,0.09,0.01,0,24.19,-61.54,0,-0.17,20.23,36.8,21.45,0.51,0.26,13,0.42,40181,46946,38919,36397,38506,0.03,-0.12,-327533,-3.42,0.42,34.59,0.94,-24108.6,1.58,9684.72,-13409,20349130,11.3,0.28,3801,13662,1075,-8743,1547691,7415,16158,0.3
2018/12/7,221,0,34.2638,0,12075830,226.4,-2.03,-2.43,0.4,-0.03,-0.02,-0.02,1.72,51.8,0.8,-27.47,-72.24,-31.3,0.5,0.46,0.93,2.5,2.3,15,5.39,0.38,0.42,0.08,0.01,0,24.16,100,-0.02,-0.16,21.67,34.46,21.58,0.38,0.05,14,0.38,31998,41875,40564,36808,38399,-0.21,-0.17,-295535,1.17,0.93,30.79,1.19,-21332,1.59,9760.88,-1590,20347114,11.2,0.28,3769,13642,2510,-1339,1546352,10246,11585,0.29
2018/12/10,219,1,33.9477,0,10802713,226,-2.39,-2.43,0.03,-0.02,-0.03,-0.03,1.37,49.41,-2,-61.45,-97.9,-42.48,0.5,0.46,0.54,-4,2.75,4.5,5.29,0.35,0.4,0.09,0,0,24.08,-40,-0.05,-0.16,20.63,36.65,22.22,0.26,-0.12,12,0.43,26229,37198,39660,36809,38203,-0.34,0.19,-321764,-1.57,0.38,34.99,0.88,-8743,1.58,9647.54,-4925,20341291,11.1,0.27,3691,13499,1871,-1817,1544535,8294,10111,0.29
2018/12/11,222.5,1,33.8641,1,12439158,225.85,-2.44,-2.43,-0.01,0,-0.01,-0.01,1.27,49.38,-4.15,-40.56,-64.8,-30.93,0.58,0.5,0.79,-1.5,2.95,2,5.14,0.46,0.45,0.09,0.02,0,24.1,100,-0.08,-0.15,24.91,33.76,21.51,0.26,-0.01,15.5,0.41,27395,34288,39132,36300,37993,-0.3,0.76,-294369,2.56,0.55,27.49,0.85,20546.25,1.61,9707.04,87,20343320,11,0.26,3512,13670,267,507,1545042,10994,10487,0.29
2018/12/12,226.5,0,34.1151,1,8635840,225.85,-2.14,-2.37,0.23,0.02,0,0.01,1.16,48.26,-4.05,9.33,-14.57,-12.56,0.58,0.5,0.97,0,3.15,2,5.25,0.56,0.51,0.09,0.02,0,24.19,100,-0.08,-0.15,30.64,30.74,19.37,0.33,0.26,19.5,0.39,32926,31746,39948,36718,38124,-0.18,-0.07,-261443,5.13,0.51,45.22,0.89,25609.11,1.64,9816.45,-1529,20341000,11.3,0.26,3516,13569,2620,3071,1548113,12701,9630,0.3
2018/12/13,226,0,34.7472,0,8405361,225.55,-1.84,-2.26,0.42,0.01,0,0.01,1.23,46.73,-2.55,16.21,-0.69,-7.79,0.5,0.5,0.6,-3,3.05,-1,5.18,0.54,0.5,0.09,0.01,0,24.31,40,-0.07,-0.14,30.08,29.13,17.6,0.37,0.38,18,0.41,32433,30196,38571,37229,38092,-0.16,-0.01,-293876,1.16,0.32,65.65,0.58,-6486.6,1.63,9858.76,-653,20339534,11.5,0.27,3584,13504,1854,277,1548390,12487,12210,0.3
2018/12/14,222.5,1,34.7007,0,5825943,225.25,-1.89,-2.19,0.3,0,-0.01,-0.01,1.3,46.58,-1.95,-59.33,-47.33,-26.08,0.42,0.46,0.35,-3,2.8,-2.5,5.18,0.44,0.45,0.09,-0.02,0,24.39,-45.45,-0.07,-0.13,26.67,35.11,17.2,0.33,0.28,14.5,0.41,43226,32442,37158,37033,37646,0.16,0.75,-337102,-2.95,0.21,64.52,0.62,14408.67,1.61,9774.16,-8455,20330493,11.35,0.24,3304,13966,2496,-5345,1543045,11574,16919,0.29
2018/12/17,223.5,0,33.957,0,5969705,224.1,-1.85,-2.12,0.27,0,0,0,1.21,48.53,0.1,-47.62,-33.65,-21.43,0.42,0.5,0.03,-11.5,0.35,-24.5,5.14,0.47,0.47,0.07,-0.02,0,24.5,50,-0.07,-0.13,27.01,31.5,16.25,0.41,0.47,18,0.49,18965,30989,34094,35429,37369,-0.44,-0.59,-318137,1.32,-0.04,62,0.48,7586,1.62,9787.53,2969,20332864,11.4,0.26,3468,13491,1847,2669,1545714,10185,7516,0.28
2018/12/18,222.5,1,33.6689,1,10733264,222.95,-1.87,-2.07,0.2,-0.01,0,-0.01,1.38,50.52,1.25,-56.25,-37.09,-24.88,0.42,0.46,0.03,-11.5,-2.4,-27.5,5,0.44,0.45,0.04,-0.01,0,24.54,-16.67,-0.07,-0.12,25.28,29.48,15.39,0.42,0.48,17,0.25,30271,31564,32926,34659,37265,-0.08,-0.47,-348408,-0.62,-0.08,60.54,0.51,18162.6,1.61,9718.82,-1828,20329386,11.2,0.25,3440,13557,1900,-966,1544748,14399,15365,0.28
2018/12/19,225.5,0,34.1708,0,7100418,222.9,-1.67,-1.99,0.33,0.01,0.01,0,1.78,53.68,1.1,-7.64,-3.32,-11.37,0.42,0.46,0.49,-0.5,-3.15,-7.5,4.89,0.55,0.5,0.04,-0.04,-0.01,24.63,85.71,-0.07,-0.12,28.82,27.21,14.14,0.54,0.74,20.5,0.29,23415,29662,30704,33905,37239,-0.24,-0.53,-324993,2.99,0.58,59.75,0.78,23415,1.63,9783.21,2935,20331179,11.3,0.27,3595,13281,3265,3520,1548268,13488,9968,0.28
2018/12/20,221,1,33.6782,0,11786466,223,-1.74,-1.94,0.2,-0.01,-0.01,-0.02,1.82,53.74,0,-56.59,-36.06,-26.45,0.42,0.46,0.59,1,-3.15,0,4.82,0.41,0.44,0.04,-0.06,-0.02,24.6,-66.67,-0.07,-0.11,25.97,26.72,12.87,0.45,0.47,16,0.31,38697,30915,30556,34737,37466,0.27,-0.08,-363690,-0.78,0.84,40.31,0.79,-38697,1.6,9674.52,-10446,20328253,11.3,0.25,3405,13578,2448,-5532,1542736,14435,19967,0.29
2018/12/21,223.5,0,33.3528,0,12540408,223.25,-1.7,-1.89,0.2,0,0,-0.01,2.67,53.64,-0.05,-31.82,-26.04,-22.59,0.5,0.5,0.5,2.5,-3.15,0,4.5,0.5,0.48,0.04,-0.01,-0.02,24.65,60,-0.07,-0.11,23.15,28.16,12.56,0.48,0.52,20.5,0.29,46948,31659,32051,36307,37607,0.46,0.03,-316742,-0.27,0.7,44.44,0.88,37558.4,1.62,9676.67,-1881,20329822,11.4,0.23,3153,13660,-193,-463,1542273,20458,20921,0.29
2018/12/22,221.5,0,33.1948,0,16981253,223.5,-1.75,-1.86,0.12,-0.01,-0.01,-0.01,3.13,53.39,-0.7,-47.26,-38.31,-31.25,0.5,0.5,0.43,2.5,-2.5,6.5,4.46,0.43,0.45,0.03,0.01,-0.01,24.58,-57.14,-0.07,-0.11,21.34,25.97,12.28,0.42,0.37,18.5,0.22,5185,28903,29946,34803,37033,-0.83,-0.87,-321927,-2.17,0.64,54.78,1,5185,1.61,9646.16,-2728,20327675,11.25,0.2,2818,13776,760,-861,1541412,2827,3688,0.28
2018/12/24,220,0,33.1948,0,16981253,223.25,-1.84,-1.86,0.02,-0.01,-0.01,-0.02,2.44,53.86,-0.95,-54.15,-42.13,-37.37,0.42,0.46,0.24,-2.5,-2.6,-1,3.96,0.39,0.43,0.04,0,-0.01,24.52,0,-0.08,-0.11,20.33,25.92,12.26,0.32,0.15,17,0.28,23376,27524,29544,34338,37049,-0.21,-0.27,-345303,-0.21,0.36,42.08,0.71,-11688,1.6,9639.7,-7484,20322674,11.2,0.17,2448,14089,5316,-3257,1538155,10247,13504,0.28
2018/12/25,217.5,0,32.8044,0,6288545,222.35,-2.15,-1.92,-0.23,-0.01,-0.02,-0.03,2.47,54.06,-1.65,-142.11,-84.8,-62.2,0.42,0.46,-0.02,-9,-3.5,-9,3.86,0.33,0.4,0.04,-0.01,-0.01,24.36,-40,-0.1,-0.11,17.98,33.35,14.03,0.29,0.14,14.5,0.39,19403,26722,28192,34070,36733,-0.31,-0.26,-364706,-6.18,-0.77,45.12,0.46,12935.33,1.58,9527.09,-7846,20318486,11.15,0.18,2535,14294,-808,-3238,1534917,8189,11427,0.28
2018/12/26,216.5,1,32.8044,1,6288545,221.4,-2.36,-2.01,-0.35,-0.02,-0.02,-0.03,2.39,53.06,-1.6,-113.17,-76.89,-60.54,0.33,0.46,0.02,-9.5,-4.15,-6.5,3.86,0.3,0.38,0.05,-0.03,-0.01,24.31,57.14,-0.13,-0.11,20.03,30.59,14.71,0.24,0.08,11.5,0.4,16893,22361,26638,32604,36594,-0.37,-0.38,-381599,2.59,-0.63,42.5,0.5,-12066.43,1.58,9478.99,-1318,20314555,11.2,0.18,2599,14540,914,-2019,1532898,8221,10240,0.28
2018/12/27,223,1,34.1708,1,10063418,221.45,-2.05,-2.01,-0.04,0.02,0.01,0,2.88,53.51,-1.75,19.32,-7.25,-22.53,0.33,0.46,0.51,0.5,-3.8,3.5,4.21,0.56,0.5,0.05,-0.02,-0.01,24.3,100,-0.14,-0.12,26.61,25.56,13.44,0.41,0.54,18,0.35,21915,17354,24507,30833,36325,-0.11,-0.33,-359684,7.19,0.39,64.37,0.83,9392.14,1.63,9641.56,8957,20322684,11.25,0.22,2874,13214,869,7403,1540301,11895,4492,0.3
2018/12/28,225.5,0,34.1894,1,8688645,221.65,-1.62,-1.94,0.31,0.02,0.02,0.01,2.63,55.92,-1.15,74.03,21.4,-5.92,0.42,0.46,0.57,2,-2.45,13.5,4.14,0.62,0.54,0.05,0,-0.01,24.21,83.33,-0.12,-0.11,28.2,23.82,12.94,0.61,0.95,21,0.33,30157,22349,25626,29860,36155,0.18,-0.07,-329527,1.74,0.43,59.32,0.91,30157,1.64,9727.41,10178,20374730,11.25,0.25,3179,12604,1261,7675,1547976,20099,12424,0.26
2019/1/2,219.5,0,34.5241,0,7368997,221.35,-1.56,-1.86,0.3,0,-0.01,-0.01,1.27,54.01,-0.95,-4.42,-29.02,-25.81,0.42,0.42,0.55,-3,-1.6,8.5,4.36,0.44,0.45,0.05,-0.01,-0.01,24.3,13.33,-0.11,-0.11,23.71,27.45,12.38,0.54,0.67,14,0.28,32900,24254,25889,29407,35852,0.27,-0.24,-362427,-2.85,0.2,47.92,0.9,-28513.33,1.6,9554.14,-9516,20360717,11.1,0.21,2782,13389,-602,-8172,1539804,8377,16549,0.27
2019/1/3,215.5,0,33.9477,0,5273146,220.35,-1.92,-1.87,-0.05,-0.02,-0.02,-0.03,1.3,52.03,-0.35,-141.56,-135.99,-69.14,0.33,0.38,0.28,-10,-2.55,-9.5,4.57,0.36,0.4,0.06,-0.04,-0.02,24.35,-27.27,-0.12,-0.11,20.99,34.74,13.61,0.4,0.3,10,0.3,34616,27296,27009,28856,35946,0.28,0.83,-397043,-7.8,-0.87,44.67,0.58,-8654,1.58,9492.42,-13628,20342377,10.9,0.18,2475,14099,1863,-10227,1529577,7345,17572,0.25
2019/1/4,208,1,31.9399,1,15998006,219.05,-2.76,-2.05,-0.71,-0.05,-0.05,-0.06,0.9,49.37,-0.75,-249.29,-241.79,-120.35,0.33,0.38,0.21,-13,-3.95,-14,4.82,0.25,0.33,0.09,-0.07,-0.02,24.5,-44.44,-0.17,-0.12,17.37,43.13,16.5,0.29,0.08,2.5,0.49,67044,37326,29844,30200,35463,1.25,1.21,-464087,-5.22,-1.32,34.76,0.5,-26817.6,1.54,9382.51,-28278,20316584,10.7,0.14,2164,15087,6468,-17681,1511896,16999,34680,0.26
2019/1/7,213,0,32.5069,1,14178232,218,-3.04,-2.25,-0.79,-0.02,-0.02,-0.03,0.71,48.41,-1.7,-133.2,-160.34,-84.84,0.33,0.38,0.36,-10.5,-5.25,-13,4.89,0.39,0.41,0.09,-0.06,-0.03,24.51,100,-0.21,-0.14,20.12,38.24,17.96,0.3,0.18,7.5,0.45,35695,40082,28718,30384,35151,0.24,0.52,-428392,2.94,-1,40.09,0.44,11898.33,1.58,9590.3,4793,20320845,11,0.15,2154,14188,2647,3024,1514920,14434,11410,0.28
2019/1/8,211,1,32.7486,0,6850767,216.95,-3.36,-2.47,-0.89,-0.01,-0.03,-0.04,0.61,47.81,-3.55,-135.16,-164.63,-91.04,0.33,0.38,0.42,-10.5,-6.55,-13,4.89,0.36,0.39,0.09,-0.05,-0.03,24.48,-16.67,-0.24,-0.15,18.93,37.95,19.51,0.28,0.16,5.5,0.45,23794,38810,30579,30263,34773,-0.22,-0.39,-452186,-1.31,-0.91,29.83,0.4,-4758.8,1.57,9563.6,-741,20320104,10.95,0.16,2219,14247,-1706,132,1515052,5500,5368,0.28
2019/1/9,215.5,1,32.479,1,11462595,216.5,-3.29,-2.63,-0.66,0.01,0,-0.02,0.84,47,-3.9,-60.89,-103.59,-63.58,0.33,0.42,0.69,-4.5,-6.75,-2,5.04,0.48,0.45,0.09,-0.04,-0.03,24.56,100,-0.26,-0.16,24.73,33.86,19.11,0.33,0.33,10,0.42,51255,42481,33367,31456,34975,0.54,0.09,-400931,2.68,-0.62,35.48,0.71,32616.82,1.6,9738.31,7369,20327123,11.1,0.18,2425,13263,-1975,8726,1523778,22763,14037,0.29
2019/1/10,216,1,33.1018,1,11770519,216.35,-3.11,-2.73,-0.38,0.02,0,-0.02,0.72,46.38,-3.65,-31.53,-74.61,-50.66,0.42,0.46,0.98,-1.5,-6,7.5,4.86,0.49,0.46,0.09,-0.02,-0.03,24.6,50,-0.26,-0.17,23.69,32.45,18.76,0.38,0.44,11.5,0.44,20833,39724,33510,30851,34607,-0.38,3.02,-380098,1.68,0.16,46.55,0.91,10416.5,1.61,9720.69,927,20328362,11.15,0.19,2545,13167,2020,807,1524585,9660,8853,0.28
2019/1/11,220.5,0,33.8548,1,7894616,216.75,-2.61,-2.71,0.1,0.02,0.02,0.01,0.79,48.28,-1.55,40.47,-10.76,-17.85,0.5,0.46,1.33,4,-4.65,13.5,4.82,0.6,0.52,0.09,0,-0.03,24.63,100,-0.23,-0.17,29.85,29.38,16.96,0.49,0.67,16,0.41,28658,32047,34687,30662,34622,-0.17,0.23,-351440,3.27,0.23,60.7,1.19,28658,1.64,9759.4,11541,20339664,11.2,0.25,3012,12187,1,9077,1533662,14718,5641,0.29
2019/1/14,218.5,1,34.0314,0,7232991,216.3,-2.29,-2.62,0.33,0.01,0.01,0,0.77,50.14,0,23.69,-21.05,-26.22,0.5,0.46,0.58,-4.5,-5.15,-5,4.82,0.54,0.49,0.09,0,-0.02,24.67,-14.29,-0.2,-0.17,27.6,29.32,15.57,0.52,0.7,14,0.45,17612,28430,34256,29382,34421,-0.49,-0.09,-369052,-1.28,-0.61,76.8,0.95,0,1.63,9708.22,-2425,20337267,11.1,0.24,3060,12493,606,-2123,1531539,8407,10530,0.29
2019/1/15,221,0,33.2413,1,6146255,215.85,-1.93,-2.48,0.56,0.01,0.02,0.01,0.88,55.32,2.45,36.37,-6.97,-18.64,0.58,0.46,0.53,-4.5,-5.8,-6.5,5.07,0.6,0.52,0.07,0.02,-0.01,24.88,45.45,-0.15,-0.16,24.39,29.08,14.89,0.68,1.01,19.5,0.34,42991,32270,35540,30583,34650,0.21,1.54,-326061,-0.32,-0.82,77.86,1.02,42991,1.65,9806.04,8183,20344240,11.25,0.27,3342,12352,-5023,4324,1535863,15760,11436,0.29
2019/1/16,217.5,1,33.5015,0,10165839,215.65,-1.74,-2.33,0.59,-0.01,0.01,0,1.37,57.06,3.05,21.88,-19.79,-25.15,0.5,0.42,0.51,-2,-5.7,1,4.96,0.49,0.48,0.07,-0.02,-0.02,24.96,-28.57,-0.12,-0.15,22.53,26.87,14.28,0.71,0.96,16,0.36,30038,28026,35254,30571,34538,-0.15,0.37,-356099,0.42,-0.49,74.99,1.04,-30038,1.62,9763.81,-7532,20340054,11.3,0.26,3351,12880,162,-3792,1532071,11057,14849,0.29
2019/1/17,220.5,0,33.1297,1,8727353,216.15,-1.42,-2.15,0.73,0,0.02,0.01,1.3,59.63,3.45,47.85,6.3,-11.35,0.5,0.46,0.97,5,-4.2,15,4.96,0.57,0.52,0.08,-0.02,-0.02,24.94,100,-0.08,-0.14,23,24.78,13.23,0.79,1.07,19,0.37,21164,28093,33908,30459,34132,-0.38,-0.3,-334935,1.06,0.39,70.49,1.45,14109.33,1.65,9789.15,1754,20340604,11.25,0.29,3736,12935,-345,3754,1535825,11054,7300,0.29
2019/1/18,218.5,1,33.7339,1,21917216,217.2,-1.27,-1.98,0.71,0,0.01,0,1.78,60.04,2,30.24,-14.64,-24.09,0.5,0.46,1.78,10.5,-1.85,23.5,4.64,0.51,0.49,0.06,0,-0.02,24.93,-16.67,-0.06,-0.13,21.41,24.22,12.52,0.78,0.96,17,0.34,52678,32897,32472,31158,33752,0.62,0.6,-387613,-0.36,0.88,48.16,1.62,-10535.6,1.63,9836.06,-12676,20328021,11.4,0.25,3223,12780,6519,-3646,1532179,18874,22520,0.29
2019/1/21,221,1,34.2452,0,12905926,218,-0.93,-1.77,0.84,0.01,0.01,0.01,2.05,59.74,1.7,80.89,36.42,2.74,0.58,0.46,1.46,8,0,18.5,4.75,0.58,0.52,0.06,0.03,-0.01,24.93,100,-0.03,-0.12,26.08,21.72,12.18,0.8,0.94,19.5,0.37,32516,35877,32154,30436,33392,0.01,-0.06,-355097,2.54,0.84,49.24,1.59,-10838.67,1.65,9889.4,3793,20331471,11.7,0.27,3420,12445,-367,2673,1534852,14549,11876,0.29
2019/1/22,223,0,34.2452,0,12905926,219.2,-0.58,-1.53,0.94,0.01,0.02,0.02,2.53,60.11,0.9,79.67,44.83,6.43,0.67,0.5,1.79,12,2.25,22.5,4.5,0.63,0.55,0.04,0.07,0,24.88,50,0.01,-0.1,23.67,22.02,11.32,0.87,1.05,23.5,0.28,30958,33471,32870,31725,33601,-0.06,-0.54,-324139,-0.65,0.91,60.88,2.28,30958,1.67,9894.66,4406,20336530,11.7,0.31,3690,12065,-2630,4444,1539296,15148,10704,0.29
2019/1/23,220.5,1,33.8083,1,13381677,219.7,-0.41,-1.31,0.89,0,0,0.01,2,60,1,61.82,32.03,-4.43,0.58,0.46,1,5,3.2,9.5,4.32,0.53,0.51,0.04,0.04,0.01,24.83,-33.33,0.03,-0.09,21.98,20.45,10.55,0.8,0.83,21,0.28,18671,31197,29612,31490,33427,-0.37,-0.48,-342810,0,0.64,45.74,1.49,-9335.5,1.65,9846.4,-2032,20330435,11.55,0.29,3593,12210,55,-1263,1538033,5697,6960,0.29
2019/1/24,222.5,1,33.9198,1,13918777,220.35,-0.17,-1.08,0.91,0.01,0.01,0.02,1.86,59.75,0.75,73.06,51.47,8.9,0.67,0.5,1.14,6.5,4,8,3.82,0.59,0.54,0.03,0.05,0.02,24.73,100,0.06,-0.07,22.13,19.42,10.15,0.84,0.93,23,0.21,31349,33234,30664,32087,32951,0.02,0.32,-311461,0.32,0.5,62.13,1.58,31349,1.66,9877.12,2583,20332440,11.7,0.3,3641,12149,-730,1663,1539696,9742,8079,0.29
2019/1/25,226,1,34.9888,1,14094127,220.9,0.34,-0.8,1.13,0.02,0.02,0.03,1.68,61.47,1.7,135.66,122.92,66.56,0.67,0.5,1.19,5.5,4.15,1.5,3.71,0.68,0.59,0.04,0.05,0.02,24.69,100,0.09,-0.05,30.84,17.24,11.96,0.87,0.95,26.5,0.33,48040,32307,32602,33644,33009,0.47,-0.06,-263421,1.87,0.36,67.08,1.74,0,1.69,9969.61,16765,20349261,11.95,0.34,3844,11438,1561,11387,1551083,25247,13860,0.29
2019/1/28,229,0,35.4536,0,16763721,221.95,0.96,-0.44,1.41,0.02,0.03,0.05,1.55,62.98,2.25,162.81,159.81,105.29,0.67,0.54,2.5,10.5,5.65,15,3.75,0.74,0.62,0.06,0.06,0.03,24.49,100,0.14,-0.03,34.41,15.73,14.49,0.9,0.99,29.5,0.43,29134,31630,33754,34005,32982,-0.14,0.4,-234287,1.42,0.63,90.33,2.33,9711.33,1.71,10013.33,8923,20358244,11.85,0.4,4447,11179,-870,4535,1555618,14955,10420,0.27
2019/1/29,222.5,0,34.8029,0,14086534,222.1,0.97,-0.16,1.13,-0.01,0,0.02,1.43,61.31,2,43.39,61.83,27.85,0.58,0.54,1.13,1.5,6.25,6,3.86,0.5,0.52,0.06,0.01,0.02,24.46,-57.14,0.16,-0.01,28.78,27.19,13.33,0.74,0.59,23,0.38,42567,33952,33712,34626,33222,0.26,0.49,-276854,-3.7,0.29,69.7,1.34,-28378,1.66,9931.59,-9421,20341190,12,0.31,3673,11973,-381,-8598,1547020,8341,16939,0.29
2019/1/30,221,1,33.7711,1,10101047,222.45,0.8,0.03,0.77,-0.01,-0.01,0.01,1.45,59.82,1.75,-10.13,23.9,-2.91,0.58,0.54,1.23,3.5,6.8,5.5,3.89,0.46,0.5,0.05,0.01,0.02,24.42,-40,0.16,0,27.02,30.41,12.58,0.59,0.29,21.5,0.37,51890,40596,35897,35575,33495,0.45,1.95,-328744,-0.8,0.17,49.39,1.17,17296.67,1.65,9932.26,-11955,20329748,11.35,0.28,3367,12047,4989,-6361,1540659,14723,21084,0.28
2019/2/11,228,1,34.7472,1,9281569,223.2,1.21,0.27,0.95,0.01,0.02,0.04,1.09,59.29,2.1,111.32,130.22,97.66,0.58,0.58,3,7.5,7.05,2.5,4.14,0.63,0.58,0.06,0.03,0.02,24.38,100,0.17,0.02,38.92,24.99,13.51,0.68,0.6,28.5,0.32,81360,50598,41916,37912,34187,0.94,0.89,-247384,2.15,0.28,67.24,1.53,16272,1.7,10004.25,28864,20358232,10.85,0.35,3831,10897,-4059,20176,1560835,40668,20492,0.29
2019/2/12,230,0,35.5931,1,8860663,224.35,1.67,0.55,1.12,0.02,0.03,0.04,1.05,60.3,1.75,117.6,145.69,121.02,0.67,0.58,10.25,11.5,7.15,1,4.04,0.67,0.6,0.06,0.06,0.03,24.23,100,0.2,0.03,39.44,23.81,14.63,0.79,0.88,30.5,0.29,30126,47015,39661,36066,34221,-0.24,0,-217258,0.58,0.37,67.22,2.51,30126,1.72,10097.74,15973,20374205,11.1,0.36,3769,10567,-3097,8209,1569044,19551,11342,0.25
2019/2/13,229,0,35.9184,0,8831206,225.15,2.01,0.84,1.16,0.01,0.02,0.03,0.59,59.13,0.95,99.88,136.01,118.96,0.58,0.54,3.6,8,7.15,0,3.89,0.63,0.59,0.06,0.04,0.03,24.17,57.14,0.22,0.05,40.93,21.81,16.21,0.77,0.82,27.5,0.31,28635,46916,39273,35713,34302,-0.27,0.35,-245893,0.92,0.21,64.87,1.77,-20453.57,1.71,10090.58,11096,20383945,11.1,0.39,4128,10680,-4979,1662,1570706,13827,12165,0.24
2019/2/14,227,0,35.4443,0,7155553,225.55,2.07,1.09,0.99,0,0.01,0.02,0.35,57.19,1.45,53.27,99.13,88.7,0.58,0.54,2.83,4,6.35,-8,3.93,0.56,0.55,0.06,0.04,0.03,24.23,25,0.23,0.07,36.98,25.73,16.38,0.71,0.66,24.5,0.31,23648,43132,38542,35706,34259,-0.39,-0.55,-269541,-3.81,-0.1,54.88,1.33,-11824,1.69,10089.01,628,20384578,11.3,0.37,4050,10855,-1096,-1169,1569537,7250,8419,0.24
2019/2/15,227,1,35.3793,1,7782795,226.2,2.09,1.29,0.8,-0.01,0,0.02,0.31,54.41,2,42.27,90.97,84.86,0.5,0.54,5.71,6.5,6.5,1.5,3.86,0.56,0.55,0.05,0.03,0.03,24.04,80,0.23,0.08,34.66,24.12,16.54,0.67,0.57,24.5,0.32,22370,37228,38912,34262,34006,-0.43,-0.31,-269541,-0.28,-0.13,59.36,1.46,-13422,1.69,10064.78,2649,20387228,11.4,0.38,4163,10890,-2817,1536,1571073,11316,9780,0.23
2019/2/18,230,0,35.4072,0,6257553,226.95,2.27,1.48,0.79,0.01,0.01,0.03,0.42,55.15,1.65,60.54,111.13,111.25,0.5,0.58,10.75,7.5,6.6,1,3.89,0.64,0.59,0.05,0.03,0.03,23.86,100,0.24,0.1,35.39,21.97,17.23,0.72,0.73,27.5,0.31,18164,24589,37593,34128,33899,-0.52,-0.41,-251377,1.93,0.03,77.56,1.38,9082,1.71,10145.28,6346,20392950,11.45,0.39,4217,10834,-1486,4173,1575246,10051,5878,0.23
2019/2/19,229,1,35.4072,1,6257553,227.25,2.36,1.66,0.7,0,0.01,0.02,0.44,55.2,1.15,50.54,101.68,105.75,0.5,0.54,3.18,3,6.35,-2.5,3.68,0.6,0.58,0.05,0.04,0.03,23.61,33.33,0.24,0.11,33.95,21.08,17.84,0.73,0.75,26,0.33,18423,22248,34632,33617,33836,-0.47,-0.01,-269800,0.2,-0.14,54.59,0.96,-18423,1.71,10152.26,-465,20392561,11.45,0.35,3862,10920,-1003,-879,1574367,5717,6596,0.23
2019/2/20,234.5,1,35.7511,1,8105692,227.8,2.74,1.87,0.86,0.02,0.03,0.04,0.67,55.48,1.7,92.29,135.74,148.47,0.5,0.58,3.55,5.5,5.85,-5,3.79,0.73,0.64,0.06,0.05,0.04,23.53,100,0.25,0.12,39.46,18.09,19.77,0.82,0.95,31.5,0.46,31888,22899,34907,34331,33582,-0.09,0.02,-237912,3.29,0.05,55.31,0.98,31888,1.75,10272.46,13198,20406331,11.4,0.39,4083,10430,-1536,6499,1580866,15835,9336,0.23
2019/2/21,236.5,0,36.2531,0,7178581,229.2,3.19,2.14,1.05,0.02,0.03,0.05,0.55,56.09,2.2,105.91,151.19,168.31,0.5,0.58,-17,14,7.1,12.5,3.71,0.76,0.66,0.07,0.05,0.04,23.5,100,0.28,0.14,42.74,17.1,22.08,0.88,1.05,33.5,0.62,34013,24972,34052,33882,33298,0,-0.29,-203899,1.62,0.58,57.18,1.55,34013,1.76,10319.53,14842,20420762,11.45,0.4,4097,10230,-4584,5118,1585984,15461,10343,0.23
